time_s,x_mm,y_mm,z_mm,velocity_mms,acceleration_mms2
9.6775,7.0581,0.0000,-0.1575,0.9879,0.2864
9.6985,7.0791,0.0000,-0.1575,0.9963,0.4029
9.7199,7.0998,0.0000,-0.1575,0.9672,-1.3564
9.7421,7.1208,0.0000,-0.1575,0.9486,-0.8413
9.7636,7.1425,0.0000,-0.1575,1.0045,2.5953
9.7851,7.1637,0.0000,-0.1575,0.9903,-0.6649
9.8066,7.1848,0.0000,-0.1575,0.9791,-0.5194
9.8278,7.2061,0.0000,-0.1575,1.0048,1.2141
9.8492,7.2270,0.0000,-0.1575,0.9764,-1.3242
9.8709,7.2480,0.0000,-0.1575,0.9663,-0.4677
9.8924,7.2692,0.0000,-0.1575,0.9868,0.9548
9.9137,7.2903,0.0000,-0.1575,0.9905,0.1725
9.9351,7.3114,0.0000,-0.1575,0.9861,-0.2036
9.9569,7.3324,0.0000,-0.1575,0.9675,-0.8604
9.9783,7.3537,0.0000,-0.1575,0.9923,1.1585
9.9991,7.3749,0.0000,-0.1575,1.0187,1.2680
10.0211,7.3955,0.0000,-0.1575,0.9334,-3.8691
10.0425,7.4169,0.0000,-0.1575,1.0001,3.1180
10.0640,7.4380,0.0000,-0.1575,0.9844,-0.7313
10.0853,7.4591,0.0000,-0.1575,0.9937,0.4382
10.1063,7.4800,0.0000,-0.1575,0.9903,-0.1641
10.1279,7.5008,0.0000,-0.1575,0.9640,-1.2172
10.1497,7.5219,0.0000,-0.1575,0.9712,0.3318
10.1709,7.5433,0.0000,-0.1575,1.0031,1.4977
10.1922,7.5643,0.0000,-0.1575,0.9872,-0.7475
10.2137,7.5852,0.0000,-0.1575,0.9720,-0.7059
10.2352,7.6063,0.0000,-0.1575,0.9842,0.5670
10.2568,7.6275,0.0000,-0.1575,0.9826,-0.0704
10.2779,7.6486,0.0000,-0.1575,0.9982,0.7333
10.2992,7.6695,0.0000,-0.1575,0.9810,-0.8056
10.3205,7.6904,0.0000,-0.1575,0.9788,-0.1044
10.3416,7.7114,0.0000,-0.1575,0.9997,0.9933
10.3635,7.7321,0.0000,-0.1575,0.9460,-2.4544
10.3852,7.7535,0.0000,-0.1575,0.9865,1.8656
10.4063,7.7748,0.0000,-0.1575,1.0077,1.0058
10.4275,7.7957,0.0000,-0.1575,0.9857,-1.0417
10.4489,7.8165,0.0000,-0.1575,0.9706,-0.7005
10.4702,7.8372,0.0000,-0.1575,0.9747,0.1899
10.4916,7.8538,0.0000,-0.1575,0.7731,-9.4181
10.5130,7.8655,0.0000,-0.1575,0.5468,-10.5700
10.5344,7.8718,0.0000,-0.1575,0.2960,-11.7052
10.5560,7.8736,0.0000,-0.1575,0.0811,-9.9725
10.5773,7.8739,0.0000,-0.1575,0.0164,-3.0344
10.5999,7.8740,0.0000,-0.1575,0.0031,-0.5884
10.6230,7.8740,0.0000,-0.1575,0.0006,-0.1078
10.6443,7.8740,-0.0012,-0.1575,0.0564,2.6237
10.6655,7.8740,-0.0063,-0.1575,0.2413,8.7120
10.6866,7.8740,-0.0165,-0.1575,0.4851,11.5655
10.7081,7.8740,-0.0319,-0.1575,0.7145,10.6405
10.7295,7.8740,-0.0517,-0.1575,0.9250,9.8352
10.7512,7.8740,-0.0726,-0.1575,0.9616,1.6891
10.7731,7.8740,-0.0937,-0.1575,0.9630,0.0641
10.7944,7.8740,-0.1152,-0.1575,1.0112,2.2653
10.8157,7.8740,-0.1362,-0.1575,0.9852,-1.2163
10.8372,7.8740,-0.1572,-0.1575,0.9791,-0.2853
10.8585,7.8740,-0.1783,-0.1575,0.9915,0.5837
10.8801,7.8740,-0.1993,-0.1575,0.9673,-1.1188
10.9014,7.8740,-0.2205,-0.1575,0.9981,1.4476
10.9228,7.8740,-0.2415,-0.1575,0.9792,-0.8835
10.9444,7.8740,-0.2625,-0.1575,0.9731,-0.2822
10.9654,7.8740,-0.2837,-0.1575,1.0075,1.6300
10.9865,7.8740,-0.3045,-0.1575,0.9877,-0.9405
11.0085,7.8740,-0.3253,-0.1575,0.9466,-1.8664
11.0295,7.8740,-0.3467,-0.1575,1.0169,3.3453
11.0510,7.8740,-0.3675,-0.1575,0.9694,-2.2121
11.0724,7.8740,-0.3885,-0.1575,0.9833,0.6526
11.0935,7.8740,-0.4096,-0.1575,1.0003,0.8037
11.1147,7.8740,-0.4303,-0.1575,0.9764,-1.1259
11.1361,7.8740,-0.4512,-0.1575,0.9747,-0.0800
11.1575,7.8740,-0.4722,-0.1575,0.9804,0.2644
